"","period","type","distribution","g1,g2","p,q","BIC","pvalue"
"312","daily","eGARCH","norm","2,2","0,0","-3.93010781894813",5.22963450322322e-10
"313","daily","eGARCH","norm","2,2","0,1","-3.92776320236181",3.22408766351145e-13
"314","daily","eGARCH","norm","2,2","0,2","-3.925059297415",1.64535052249448e-13
"315","daily","eGARCH","norm","2,2","0,3","-3.92161728949867",1.11022302462516e-16
"316","daily","eGARCH","norm","2,2","0,4","-3.91892144912874",0
"317","daily","eGARCH","norm","2,2","1,0","-3.92780889925582",1.83075776760688e-13
"318","daily","eGARCH","norm","2,2","1,1","-3.92475193548179",7.93809462606987e-14
"319","daily","eGARCH","norm","2,2","1,2","-3.92161726678427",8.54871728961371e-15
"320","daily","eGARCH","norm","2,2","1,3","-3.91850113338368",0
"321","daily","eGARCH","norm","2,2","1,4","-3.91574563976477",0
"322","daily","eGARCH","norm","2,2","2,0","-3.92501460097961",3.81361608958741e-13
"323","daily","eGARCH","norm","2,2","2,1","-3.92153831228246",1.72084568816899e-14
"324","daily","eGARCH","norm","2,2","2,2","-3.92917558635595",7.84927678409986e-14
"325","daily","eGARCH","norm","2,2","2,3","-3.91662877366699",8.88178419700125e-16
"326","daily","eGARCH","norm","2,2","2,4","-3.91886834947867",3.94684285254243e-13
"327","daily","eGARCH","norm","2,2","3,0","-3.92152039848798",3.33066907387547e-16
"328","daily","eGARCH","norm","2,2","3,1","-3.91838452128189",0
"329","daily","eGARCH","norm","2,2","3,2","-3.91668235289452",1.11022302462516e-16
"330","daily","eGARCH","norm","2,2","3,3","-3.92274899467445",0
"331","daily","eGARCH","norm","2,2","3,4","-3.91962023804226",0
